docno,title,img_link,description,ingredients,allergens,price
d109,Snacking Drops Marc de Champagne,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']",This Läderach snacking bag contains Marc de Champagne Drops (with alcohol). The fine Marc de Champagne truffles are covered in the best Läderach milk chocolate. Deliciously snackable for when you have a moment to yourself. (130g),"sugar, cocoa butter, cocoa paste, whole powder, butter ( ), , skimmed powder, glucose, Marc de Champagne 1%, humectant (E420), emulsifier ( lecithin), natural flavour, cocoa powder, natural flavouring substances. milk soya","May contain egg, gluten (incl. wheat), nuts.",CHF 21.10
d110,Snacking Crispy Almond Flan Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This Läderach snacking bag contains delicious Läderach milk chocolate circles with crisp caramelised, sliced almonds. Deliciously snackable for when you have a moment to yourself. (80g)","sugar, , glucose, cream ( ), cocoa butter, butter ( ), whole powder, honey, cocoa paste, , skimmed powder, gelling agent (E440), emulsifier ( lecithin), natural flavour, natural flavouring substances. milk milk soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d111,Snacking Rocher Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']",This Läderach snacking bag contains chocolate rochers. The roasted and silvered almonds are covered in finest Läderach milk chocolate. The ideal sweet snack for in between. (100g),"sticks, sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, emulsifier ( lecithin), natural flavour, natural flavouring substances. almond soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d112,FrischSchoggi Coconut Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This FrischSchoggi consists of the finest coconut ganache covered in fresh milk chocolate and ground coconut. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","sugar, cocoa butter, dried coconut flakes 11%, whole powder, cocoa paste, , skimmed powder, vegetable oils (sunflower, coconut), vegetable fats (illipe, shea), clarified butter ( ), emulsifier ( lecithin), natural flavour, natural flavouring substances, cocoa powder. soya","May contain egg, gluten (incl. wheat), nuts.",CHF 21.10
d113,Greeting Heart Herzlichen Glückwunsch,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","Surprise your loved ones on a special occasion with this fresh Swiss chocolate heart. This gourmet chocolate heart made from large, roasted and caramelized hazelnuts from Piedmont enrobed in Swiss milk chocolate is not only a beautiful gift, but also an insanely delicious one. Decorated with script ""Congratulations"" lettering, it makes the ideal gift. (250g)","sugar, 27%, cocoa butter, whole powder, cocoa paste, skimmed powder, , vegetable oils (rapeseed), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances, cocoa powder. soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d114,Dark Chocolate Snack,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","Discover the smooth melting dark chocolate couverture from Läderach. The Swiss chocolate is ideal for cooking, baking or simply enjoying. (200g)","cocoa paste, sugar, cocoa butter, emulsifier ( lecithin), natural flavouring substances. soya","May contain egg, gluten (incl. wheat), milk, nuts.",CHF 21.10
d115,Snacking Almond Assorted,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This mixed Läderach snacking bag contains a variety of nutty snacks. The two rocher varieties are crunchy roasted almond slivers coated in the best milk and dark chocolate. The crackling almonds are roasted and caramelised, in the finest almond gianduja and covered in Läderach milk chocolate. A varied snack for in between. (130g)","sticks, sugar, cocoa butter, cocoa paste, , whole powder, , skimmed powder, , vegetable oils (palm kernel, rapeseed, palm), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances. almond soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d116,FrischSchoggi Macadamia Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This FrischSchoggi made from fine milk chocolate is mixed with large roasted and caramelized macadamia nuts. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","34%, sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, vegetable oils (rapeseed), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances, cocoa powder. soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d117,FrischSchoggi Rocher Almond Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This FrischSchoggi made from the best milk chocolate is refined with roasted slivered almond. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","sticks 31%, sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, emulsifier ( lecithin), natural flavour, natural flavouring substances, cocoa powder. almond soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d118,FrischSchoggi Almond Blond,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This FrischSchoggi™ made of fresh caramelized white chocolate is combined with large roasted and caramelized almonds from California. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi™ is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","37%, sugar, cocoa butter, whole powder, skimmed powder, , butter ( ), maltodextrin, vegetable oils (rapeseed), emulsifier ( lecithin, sunflower lecithin), natural flavour, cocoa powder. milk soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d119,FrischSchoggi Confetti Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","In this FrischSchoggi, fresh milk chocolate and candy-coated chocolate pieces are combined to create a colourful chocolate delight. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","sugar, cocoa butter, whole powder, cocoa paste, skimmed powder, , flour, clarified butter ( ), powder, rice starch, emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances, colouring (E100, E160a, E162), cocoa powder, coating agent (E901, E903), spirulina concentrate, malt, Radish juice concentrate, safflower concentrate. wheat whey soya barley","May contain egg, nuts.",CHF 21.10
d120,FrischSchoggi Blackberry Dark,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","In this FrischSchoggi, fruity blackberries are combined with the finest dark chocolate to create an intense and fresh experience. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","sugar, cocoa paste, cocoa butter, fructose, blackberry juice 1%, emulsifier ( lecithin), flavouring, acidifier (E330), natural flavouring substances, cocoa powder, colouring (E100). soya","May contain egg, gluten (incl. wheat), milk, nuts.",CHF 21.10
d121,FrischSchoggi Whole Milk Classic,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This FrischSchoggi is made of the finest pure, smooth Swiss milk chocolate. It creates the creamiest taste and texture experience. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, emulsifier ( lecithin), natural flavour, natural flavouring substances, cocoa powder. soya","May contain egg, gluten (incl. wheat), nuts.",CHF 21.10
